Filename,main_th,main_th_sd,main_th_min,main_th_max
F_CYL_OUTR_12_LEN_12_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_122_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_132_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_142_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_152_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_162_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_172_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_182_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_192_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_12_LEN_22_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_32_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_42_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_52_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_62_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_72_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_82_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_12_LEN_92_OVERSAMPLE_SKEL,11,0,11,11
F_CYL_OUTR_13_LEN_102_OVERSAMPLE_SKEL,12.07215584,0.27400327,1,12.08304597
F_CYL_OUTR_13_LEN_112_OVERSAMPLE_SKEL,12.07316555,0.261010941,1,12.08304597
F_CYL_OUTR_13_LEN_12_OVERSAMPLE_SKEL,10.80387452,0.82459458,1,11
F_CYL_OUTR_13_LEN_122_OVERSAMPLE_SKEL,12.07400391,0.249707209,1,12.08304597
F_CYL_OUTR_13_LEN_132_OVERSAMPLE_SKEL,12.07471113,0.239755376,1,12.08304597
F_CYL_OUTR_13_LEN_142_OVERSAMPLE_SKEL,12.07531574,0.230905813,1,12.08304597
F_CYL_OUTR_13_LEN_152_OVERSAMPLE_SKEL,12.07583857,0.222968994,1,12.08304597
F_CYL_OUTR_13_LEN_162_OVERSAMPLE_SKEL,12.07629516,0.215798088,1,12.08304597
F_CYL_OUTR_13_LEN_172_OVERSAMPLE_SKEL,12.07669734,0.209277337,1,12.08304597
F_CYL_OUTR_13_LEN_182_OVERSAMPLE_SKEL,12.0770543,0.203314085,1,12.08304597
F_CYL_OUTR_13_LEN_192_OVERSAMPLE_SKEL,12.07737325,0.197833166,1,12.08304597
F_CYL_OUTR_13_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_13_LEN_22_OVERSAMPLE_SKEL,12.0233595,0.639196957,1,12.08304597
F_CYL_OUTR_13_LEN_32_OVERSAMPLE_SKEL,12.04478782,0.512551407,1,12.08304597
F_CYL_OUTR_13_LEN_42_OVERSAMPLE_SKEL,12.05489458,0.439991947,1,12.08304597
F_CYL_OUTR_13_LEN_52_OVERSAMPLE_SKEL,12.06077735,0.391495875,1,12.08304597
F_CYL_OUTR_13_LEN_62_OVERSAMPLE_SKEL,12.06462646,0.356156629,1,12.08304597
F_CYL_OUTR_13_LEN_72_OVERSAMPLE_SKEL,12.06734104,0.328931593,1,12.08304597
F_CYL_OUTR_13_LEN_82_OVERSAMPLE_SKEL,12.06935826,0.30712589,1,12.08304597
F_CYL_OUTR_13_LEN_92_OVERSAMPLE_SKEL,12.07091627,0.289151345,1,12.08304597
F_CYL_OUTR_14_LEN_102_OVERSAMPLE_SKEL,12.72792206,1.78E-15,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_112_OVERSAMPLE_SKEL,12.72792206,1.78E-15,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_12_OVERSAMPLE_SKEL,10.99252628,0.090382568,9.899494937,11
F_CYL_OUTR_14_LEN_122_OVERSAMPLE_SKEL,12.72792206,1.78E-15,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_132_OVERSAMPLE_SKEL,12.72792206,1.78E-15,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_142_OVERSAMPLE_SKEL,12.72792206,1.78E-15,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_152_OVERSAMPLE_SKEL,12.72792206,0,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_162_OVERSAMPLE_SKEL,12.72792206,1.78E-15,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_172_OVERSAMPLE_SKEL,12.72792206,0,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_182_OVERSAMPLE_SKEL,12.72792206,1.78E-15,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_192_OVERSAMPLE_SKEL,12.72792206,1.78E-15,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_14_LEN_22_OVERSAMPLE_SKEL,12.72792206,3.55E-15,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_32_OVERSAMPLE_SKEL,12.72792206,1.78E-15,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_42_OVERSAMPLE_SKEL,12.72792206,0,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_52_OVERSAMPLE_SKEL,12.72792206,1.78E-15,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_62_OVERSAMPLE_SKEL,12.72792206,1.78E-15,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_72_OVERSAMPLE_SKEL,12.72792206,1.78E-15,12.72792206,12.72792206
F_CYL_OUTR_14_LEN_82_OVERSAMPLE_SKEL,12.72792206,0,12.72792206,12.72792206
