Filename,main_th,main_th_sd,main_th_min,main_th_max
H_CYL_OUTR_16_INR_1_LEN_62_OVERSAMPLE_SKEL,6.997289973,0.127486542,1,7
H_CYL_OUTR_16_INR_1_LEN_72_OVERSAMPLE_SKEL,6.99768697,0.11778298,1,7
H_CYL_OUTR_16_INR_1_LEN_82_OVERSAMPLE_SKEL,6.997982515,0.110003813,1,7
H_CYL_OUTR_16_INR_1_LEN_92_OVERSAMPLE_SKEL,6.998211091,0.103586932,1,7
H_CYL_OUTR_16_INR_11_LEN_102_OVERSAMPLE_SKEL,1.326426342,0.169281013,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_112_OVERSAMPLE_SKEL,1.326337846,0.169343356,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_12_OVERSAMPLE_SKEL,1.33524479,0.162707927,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_122_OVERSAMPLE_SKEL,1.326264107,0.169395249,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_132_OVERSAMPLE_SKEL,1.32620172,0.169439117,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_142_OVERSAMPLE_SKEL,1.326148249,0.169476688,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_152_OVERSAMPLE_SKEL,1.326101911,0.169509226,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_162_OVERSAMPLE_SKEL,1.326061368,0.16953768,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_172_OVERSAMPLE_SKEL,1.326025597,0.169562773,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_182_OVERSAMPLE_SKEL,1.325993802,0.169585067,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_192_OVERSAMPLE_SKEL,1.325965355,0.169605006,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
H_CYL_OUTR_16_INR_11_LEN_22_OVERSAMPLE_SKEL,1.330331604,0.16645979,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_32_OVERSAMPLE_SKEL,1.328701693,0.167654097,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_42_OVERSAMPLE_SKEL,1.327888196,0.168241103,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_52_OVERSAMPLE_SKEL,1.327400563,0.168590109,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_62_OVERSAMPLE_SKEL,1.327075668,0.168821459,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_72_OVERSAMPLE_SKEL,1.326843695,0.168986066,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_82_OVERSAMPLE_SKEL,1.326669767,0.16910917,1,1.414213562
H_CYL_OUTR_16_INR_11_LEN_92_OVERSAMPLE_SKEL,1.32653452,0.16920471,1,1.414213562
H_CYL_OUTR_16_INR_6_LEN_102_OVERSAMPLE_SKEL,4.925511989,0.237496988,1,5
H_CYL_OUTR_16_INR_6_LEN_112_OVERSAMPLE_SKEL,4.926033217,0.235744099,1,5
H_CYL_OUTR_16_INR_6_LEN_12_OVERSAMPLE_SKEL,4.890978889,0.311758613,1,5
H_CYL_OUTR_16_INR_6_LEN_122_OVERSAMPLE_SKEL,4.926466215,0.234277075,1,5
H_CYL_OUTR_16_INR_6_LEN_132_OVERSAMPLE_SKEL,4.926831637,0.23303119,1,5
H_CYL_OUTR_16_INR_6_LEN_142_OVERSAMPLE_SKEL,4.927144158,0.231959905,1,5
H_CYL_OUTR_16_INR_6_LEN_152_OVERSAMPLE_SKEL,4.927414489,0.231028892,1,5
H_CYL_OUTR_16_INR_6_LEN_162_OVERSAMPLE_SKEL,4.927650633,0.230212275,1,5
H_CYL_OUTR_16_INR_6_LEN_172_OVERSAMPLE_SKEL,4.927858691,0.229490178,1,5
H_CYL_OUTR_16_INR_6_LEN_182_OVERSAMPLE_SKEL,4.928043391,0.228847078,1,5
H_CYL_OUTR_16_INR_6_LEN_192_OVERSAMPLE_SKEL,4.928208458,0.228270679,1,5
H_CYL_OUTR_16_INR_6_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
H_CYL_OUTR_16_INR_6_LEN_22_OVERSAMPLE_SKEL,4.900667056,0.308732071,1,5
H_CYL_OUTR_16_INR_6_LEN_32_OVERSAMPLE_SKEL,4.911494927,0.280195096,1,5
H_CYL_OUTR_16_INR_6_LEN_42_OVERSAMPLE_SKEL,4.916646551,0.265388416,1,5
