Filename,Version,BG Th V1,BG Th.Sd,BG Th.Max,BG Th.Skew,BG Th.Kurtos,Version,BG Th V2,BG Th.Sd,BG Th.Max,BG Th.Skew,BG Th.Kurtos,Version,BG Th V3,BG Th.Sd,BG Th.Max,BG Th.Skew,BG Th.Kurtos
H_CYL_OUTR_16_INR_6_LEN_112.LOG,1,4.998724,0.035692,5,-27.94417,778.918091,2,4.998724,0.035692,5,-27.94417,778.918091,3,4.998724,0.035692,5,-27.94417,778.918091
H_CYL_OUTR_16_INR_6_LEN_12.LOG,1,4.988095,0.108484,5,-8.993974,78.930717,2,4.988095,0.108484,5,-8.993974,78.930717,3,4.988095,0.108484,5,-8.993974,78.930717
H_CYL_OUTR_16_INR_6_LEN_122.LOG,1,4.998829,0.0342,5,-29.169771,848.917358,2,4.998829,0.0342,5,-29.169771,848.917358,3,4.998829,0.0342,5,-29.169771,848.917358
H_CYL_OUTR_16_INR_6_LEN_132.LOG,1,4.998918,0.032881,5,-30.345934,918.917419,2,4.998918,0.032881,5,-30.345934,918.917419,3,4.998918,0.032881,5,-30.345934,918.917419
H_CYL_OUTR_16_INR_6_LEN_142.LOG,1,4.998994,0.031703,5,-31.478182,988.917542,2,4.998994,0.031703,5,-31.478182,988.917542,3,4.998994,0.031703,5,-31.478182,988.917542
H_CYL_OUTR_16_INR_6_LEN_152.LOG,1,4.99906,0.030643,5,-32.571095,1058.917725,2,4.99906,0.030643,5,-32.571095,1058.917725,3,4.99906,0.030643,5,-32.571095,1058.917725
H_CYL_OUTR_16_INR_6_LEN_162.LOG,1,4.999118,0.029683,5,-33.628517,1128.918335,2,4.999118,0.029683,5,-33.628517,1128.918335,3,4.999118,0.029683,5,-33.628517,1128.918335
H_CYL_OUTR_16_INR_6_LEN_172.LOG,1,4.999169,0.028808,5,-34.653652,1198.917358,2,4.999169,0.028808,5,-34.653652,1198.917358,3,4.999169,0.028808,5,-34.653652,1198.917358
H_CYL_OUTR_16_INR_6_LEN_182.LOG,1,4.999215,0.028006,5,-35.649357,1268.917969,2,4.999215,0.028006,5,-35.649357,1268.917969,3,4.999215,0.028006,5,-35.649357,1268.917969
H_CYL_OUTR_16_INR_6_LEN_192.LOG,1,4.999256,0.027268,5,-36.617992,1338.918335,2,4.999256,0.027268,5,-36.617992,1338.918335,3,4.999256,0.027268,5,-36.617992,1338.918335
H_CYL_OUTR_16_INR_6_LEN_2.LOG,1,1,0,1,0,0,2,2,0,2,0,0,3,2,0,2,0,0
H_CYL_OUTR_16_INR_6_LEN_22.LOG,1,4.993506,0.080331,5,-12.283482,148.92424,2,4.993506,0.080331,5,-12.283482,148.92424,3,4.993506,0.080331,5,-12.283482,148.92424
H_CYL_OUTR_16_INR_6_LEN_32.LOG,1,4.995536,0.066672,5,-14.862077,218.921997,2,4.995536,0.066672,5,-14.862077,218.921997,3,4.995536,0.066672,5,-14.862077,218.921997
H_CYL_OUTR_16_INR_6_LEN_42.LOG,1,4.996599,0.058226,5,-17.055199,288.920715,2,4.996599,0.058226,5,-17.055199,288.920715,3,4.996599,0.058226,5,-17.055199,288.920715
H_CYL_OUTR_16_INR_6_LEN_52.LOG,1,4.997253,0.052345,5,-18.996822,358.920166,2,4.997253,0.052345,5,-18.996822,358.920166,3,4.997253,0.052345,5,-18.996822,358.920166
H_CYL_OUTR_16_INR_6_LEN_62.LOG,1,4.997696,0.047949,5,-20.757608,428.919434,2,4.997696,0.047949,5,-20.757608,428.919434,3,4.997696,0.047949,5,-20.757608,428.919434
H_CYL_OUTR_16_INR_6_LEN_72.LOG,1,4.998016,0.044501,5,-22.380301,498.919067,2,4.998016,0.044501,5,-22.380301,498.919067,3,4.998016,0.044501,5,-22.380301,498.919067
H_CYL_OUTR_16_INR_6_LEN_82.LOG,1,4.998258,0.041704,5,-23.893024,568.918152,2,4.998258,0.041704,5,-23.893024,568.918152,3,4.998258,0.041704,5,-23.893024,568.918152
H_CYL_OUTR_16_INR_6_LEN_92.LOG,1,4.998447,0.039376,5,-25.315567,638.919006,2,4.998447,0.039376,5,-25.315567,638.919006,3,4.998447,0.039376,5,-25.315567,638.919006
H_CYL_OUTR_21_INR_1_LEN_102.LOG,1,9,0,9,0,0,2,9.997576,0.049178,10,-20.235027,407.467743,3,9.997576,0.049178,10,-20.235027,407.467743
H_CYL_OUTR_21_INR_1_LEN_112.LOG,1,9,0,9,0,0,2,9.997792,0.046935,10,-21.211338,447.932434,3,9.997792,0.046935,10,-21.211338,447.932434
H_CYL_OUTR_21_INR_1_LEN_12.LOG,1,9,0,9,0,0,2,9.979297,0.142405,10,-6.729832,43.301098,3,9.979297,0.142405,10,-6.729832,43.301098
H_CYL_OUTR_21_INR_1_LEN_122.LOG,1,9,0,9,0,0,2,9.997973,0.044974,10,-22.144667,488.397675,3,9.997973,0.044974,10,-22.144667,488.397675
H_CYL_OUTR_21_INR_1_LEN_132.LOG,1,9,0,9,0,0,2,9.998127,0.043239,10,-23.040207,528.862549,3,9.998127,0.043239,10,-23.040207,528.862549
H_CYL_OUTR_21_INR_1_LEN_142.LOG,1,9,0,9,0,0,2,9.998259,0.041691,10,-23.902189,569.326599,3,9.998259,0.041691,10,-23.902189,569.326599
H_CYL_OUTR_21_INR_1_LEN_152.LOG,1,9,0,9,0,0,2,9.998373,0.040298,10,-24.734173,609.791382,3,9.998373,0.040298,10,-24.734173,609.791382
H_CYL_OUTR_21_INR_1_LEN_162.LOG,1,9,0,9,0,0,2,9.998474,0.039035,10,-25.53912,650.257874,3,9.998474,0.039035,10,-25.53912,650.257874
H_CYL_OUTR_21_INR_1_LEN_172.LOG,1,9,0,9,0,0,2,9.998563,0.037885,10,-26.31941,690.722717,3,9.998563,0.037885,10,-26.31941,690.722717
H_CYL_OUTR_21_INR_1_LEN_182.LOG,1,9,0,9,0,0,2,9.998642,0.03683,10,-27.077246,731.188354,3,9.998642,0.03683,10,-27.077246,731.188354
H_CYL_OUTR_21_INR_1_LEN_192.LOG,1,9,0,9,0,0,2,9.998713,0.035859,10,-27.814407,771.65271,3,9.998713,0.035859,10,-27.814407,771.65271
H_CYL_OUTR_21_INR_1_LEN_2.LOG,1,1,0,1,0,0,2,2,0,2,0,0,3,2,0,2,0,0
H_CYL_OUTR_21_INR_1_LEN_22.LOG,1,9,0,9,0,0,2,9.988734,0.105546,10,-9.259856,83.755974,3,9.988734,0.105546,10,-9.259856,83.755974
H_CYL_OUTR_21_INR_1_LEN_32.LOG,1,9,0,9,0,0,2,9.992262,0.087629,10,-11.234154,124.217415,3,9.992262,0.087629,10,-11.234154,124.217415
H_CYL_OUTR_21_INR_1_LEN_42.LOG,1,9,0,9,0,0,2,9.994107,0.076541,10,-12.910051,164.680679,3,9.994107,0.076541,10,-12.910051,164.680679
H_CYL_OUTR_21_INR_1_LEN_52.LOG,1,9,0,9,0,0,2,9.995242,0.068817,10,-14.392138,205.144821,3,9.995242,0.068817,10,-14.392138,205.144821
H_CYL_OUTR_21_INR_1_LEN_62.LOG,1,9,0,9,0,0,2,9.99601,0.063042,10,-15.735221,245.608658,3,9.99601,0.063042,10,-15.735221,245.608658
H_CYL_OUTR_21_INR_1_LEN_72.LOG,1,9,0,9,0,0,2,9.996565,0.058512,10,-16.972399,286.073608,3,9.996565,0.058512,10,-16.972399,286.073608
H_CYL_OUTR_21_INR_1_LEN_82.LOG,1,9,0,9,0,0,2,9.996984,0.054837,10,-18.12528,326.537476,3,9.996984,0.054837,10,-18.12528,326.537476
H_CYL_OUTR_21_INR_1_LEN_92.LOG,1,9,0,9,0,0,2,9.997312,0.051777,10,-19.209124,367.002197,3,9.997312,0.051777,10,-19.209124,367.002197
H_CYL_OUTR_21_INR_11_LEN_102.LOG,1,4.838158,0.368313,5,-1.836179,1.371603,2,4.838158,0.368313,5,-1.836179,1.371603,3,4.838158,0.368313,5,-1.836179,1.371603
H_CYL_OUTR_21_INR_11_LEN_112.LOG,1,4.838435,0.368057,5,-1.838969,1.381857,2,4.838435,0.368057,5,-1.838969,1.381857,3,4.838435,0.368057,5,-1.838969,1.381857
H_CYL_OUTR_21_INR_11_LEN_12.LOG,1,4.814815,0.388512,5,-1.620084,0.624878,2,4.814815,0.388512,5,-1.620084,0.624878,3,4.814815,0.388512,5,-1.620084,0.624878
H_CYL_OUTR_21_INR_11_LEN_122.LOG,1,4.838668,0.367843,5,-1.841312,1.390472,2,4.838668,0.367843,5,-1.841312,1.390472,3,4.838668,0.367843,5,-1.841312,1.390472
H_CYL_OUTR_21_INR_11_LEN_132.LOG,1,4.838865,0.367661,5,-1.843299,1.397793,2,4.838865,0.367661,5,-1.843299,1.397793,3,4.838865,0.367661,5,-1.843299,1.397793
H_CYL_OUTR_21_INR_11_LEN_142.LOG,1,4.839034,0.367505,5,-1.845009,1.404098,2,4.839034,0.367505,5,-1.845009,1.404098,3,4.839034,0.367505,5,-1.845009,1.404098
H_CYL_OUTR_21_INR_11_LEN_152.LOG,1,4.839181,0.367368,5,-1.846498,1.409591,2,4.839181,0.367368,5,-1.846498,1.409591,3,4.839181,0.367368,5,-1.846498,1.409591
