Filename,Version,BG Th V1,BG Th.Sd,BG Th.Max,BG Th.Skew,BG Th.Kurtos,Version,BG Th V2,BG Th.Sd,BG Th.Max,BG Th.Skew,BG Th.Kurtos,Version,BG Th V3,BG Th.Sd,BG Th.Max,BG Th.Skew,BG Th.Kurtos
PLATE_WIDTH_15_LEN_35_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_15_LEN_37_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_15_LEN_39_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_15_LEN_41_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_15_LEN_43_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_15_LEN_45_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_15_LEN_47_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_15_LEN_49_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_15_LEN_5_DT_JSW_B1.LOG,1,9,0,9,0,0,2,9.983573,0.127176,10,-7.596947,55.770851,3,9.983573,0.127176,10,-7.596947,55.770851
PLATE_WIDTH_15_LEN_7_DT_JSW_B1.LOG,1,13,0,13,0,0,2,13.975436,0.154823,14,-6.139227,35.704231,3,13.975436,0.154823,14,-6.139227,35.704231
PLATE_WIDTH_15_LEN_9_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_16_LEN_1_DT_JSW_B1.LOG,1,1,0,1,0,0,2,2,0,2,0,0,3,2,0,2,0,0
PLATE_WIDTH_16_LEN_11_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_16_LEN_13_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_16_LEN_15_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_16_LEN_17_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_16_LEN_19_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_16_LEN_21_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
PLATE_WIDTH_16_LEN_23_DT_JSW_B1.LOG,1,15,0,15,0,0,2,15,0,15,0,0,3,15,0,15,0,0
